"AbsoluteTime","Phase","Step","Loop","Iteration","Change_count","Total_distance","Frequency","CPU_Usage","RSZ","SWAP","Cumul_pflts","Temperature","IO_Kbps"
1677435494150,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,79000,0
1677435495394,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,73000,0
1677435496631,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435497869,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435499106,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435500345,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435501586,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435502824,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435504063,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435505301,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435506539,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435507778,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435509016,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435510254,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435511491,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435512729,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435513967,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435515204,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435516442,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435517680,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435518916,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435520154,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435521392,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435522629,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435523871,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435525114,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435526352,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435527591,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435528829,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435530067,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435531306,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435532547,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435533785,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435535024,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435536262,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435537499,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435538739,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435539983,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435541222,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435542459,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435543697,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435544935,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435546174,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435547411,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435548650,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,73000,0
1677435549887,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,74000,0
1677435551126,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435552363,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435553601,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,79000,0
1677435554841,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435556079,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435557317,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435558570,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435559808,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,75000,0
1677435561045,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435562283,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435563525,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435564769,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435566006,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435567244,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435568479,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435569716,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435570954,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435572194,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435573434,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435574671,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,79000,0
1677435575910,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435577148,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435578390,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435579628,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,75000,0
1677435580872,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435582110,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435583348,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,76000,0
1677435584587,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435585825,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,79000,0
1677435587063,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,79000,0
1677435588303,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435589542,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435590780,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435592018,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435593256,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435594494,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435595731,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435596970,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435598208,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435599446,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,75000,0
1677435600702,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435601940,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435603177,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,76000,0
1677435604416,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435605653,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435606892,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435608129,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435609367,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435610606,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,76000,0
1677435611843,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435613082,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435614320,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435615558,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435616796,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435618034,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435619271,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435620508,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435621746,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435622985,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435624222,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435625459,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435626697,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435627935,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435629173,*,*,*,*,*,*,*,%CPU,DATA,SWAP,nMaj
